R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
stats,optim,Rosenbrock,3,"(0.930825914256275, -0.522935246117413, 3.59385367017239)","(-5, -5, -5)","(5, 5, 5)",13540,-,7.19280670867011e-08,"(0.999879934762958, 0.999760203914718, 0.999520458159918)",59,59,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.00549697875976562,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,10.9287382138172,"(-0.753201739228169, 0.51470042098721, -0.00605763260541536)",4,-,-,-,0.0101709365844727,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,0.315827597260592,"(0.805625097551329, 0.691484152592643, 0.483292048712677)",21,44,-,-,0.0118508338928223,secs,0.01
pso,psoptim,Rosenbrock,3,"(0.930825914256275, -0.522935246117413, 3.59385367017239)","(-5, -5, -5)","(5, 5, 5)",24,-,1.27574101933534,"(0.837623613306587, 0.799840331198027, 0.590302021625487)",24,312,2,Maximal number of iterations reached,0.0115256309509277,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(0.930825914256275, -0.522935246117413, 3.59385367017239)","(-5, -5, -5)","(5, 5, 5)",6,-,1.20595148706037,"(0.413139383828586, 0.202681259497215, 0.00594460625985693)",6,-,-,-,0.0122628211975098,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(0.930825914256275, -0.522935246117413, 3.59385367017239)","(-5, -5, -5)","(5, 5, 5)",-,230,6.50966870573281,"(-1.37815193622438, 1.91337567329752, 3.66115688686865)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00958871841430664,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(0.930825914256275, -0.522935246117413, 3.59385367017239)","(-5, -5, -5)","(5, 5, 5)",-,250,1.05512047244497,"(1.39508474281953, 1.94765723052169, 3.79616058419857)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00927639007568359,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(0.930825914256275, -0.522935246117413, 3.59385367017239)","(-5, -5, -5)","(5, 5, 5)",-,300,1.81981636902524e-24,"(1.00000000000052, 1.00000000000099, 1.00000000000192)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0129060745239258,secs,0.01
stats,optim,Rosenbrock,3,"(-3.72704627225175, 3.29632525099441, 2.81902097165585)","(-5, -5, -5)","(5, 5, 5)",13540,-,4.40471745209544e-08,"(0.999906200497594, 0.999812298973521, 0.999625032232857)",91,91,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.00751161575317383,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,26.1144558579742,"(0.446951805493785, -0.0735767079830386, 0.419954332992647)",4,-,-,-,0.0096440315246582,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,2.95180333654028,"(-0.456506365209474, 0.261824505624714, 0.0678379938858251)",21,44,-,-,0.0172433853149414,secs,0.01
pso,psoptim,Rosenbrock,3,"(-3.72704627225175, 3.29632525099441, 2.81902097165585)","(-5, -5, -5)","(5, 5, 5)",24,-,0.186918353282339,"(0.915301244506726, 0.801272877033603, 0.650405730862355)",24,312,2,Maximal number of iterations reached,0.0125832557678223,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(-3.72704627225175, 3.29632525099441, 2.81902097165585)","(-5, -5, -5)","(5, 5, 5)",6,-,1.1691934744722,"(0.8696770104506, 0.789473684210526, 0.723173221769301)",6,-,-,-,0.00943756103515625,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(-3.72704627225175, 3.29632525099441, 2.81902097165585)","(-5, -5, -5)","(5, 5, 5)",-,230,5.25584624884705,"(-1.23124312838001, 1.52254939152792, 2.31816244359247)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0108380317687988,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(-3.72704627225175, 3.29632525099441, 2.81902097165585)","(-5, -5, -5)","(5, 5, 5)",-,250,7.64594588157196,"(-1.48410508231738, 2.21090417076743, 4.89248993034801)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.013967752456665,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(-3.72704627225175, 3.29632525099441, 2.81902097165585)","(-5, -5, -5)","(5, 5, 5)",-,300,0.0885507361225202,"(0.859656116357675, 0.738774101315967, 0.548256706211848)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0158929824829102,secs,0.01
stats,optim,Rosenbrock,3,"(3.83454758441076, -3.82382216164842, -3.25433870078996)","(-5, -5, -5)","(5, 5, 5)",13540,-,6.58147547212037e-08,"(0.999885467921205, 0.999770509133659, 0.999540728074913)",94,94,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.0098121166229248,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,11.3908226360136,"(0.949019731649645, 0.615867373070549, 0.202340393557085)",4,-,-,-,0.0215239524841309,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,1.30634139928208,"(0.456842240408341, 0.21542848256275, 0.108959238025463)",21,44,-,-,0.0139362812042236,secs,0.01
pso,psoptim,Rosenbrock,3,"(3.83454758441076, -3.82382216164842, -3.25433870078996)","(-5, -5, -5)","(5, 5, 5)",24,-,5.31954871421378,"(0.504054371289088, 0.102719354554466, -0.130081156069122)",24,312,2,Maximal number of iterations reached,0.0180511474609375,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(3.83454758441076, -3.82382216164842, -3.25433870078996)","(-5, -5, -5)","(5, 5, 5)",6,-,1.52976245519917,"(0.345202755008791, 0.114445771629873, 0.0691843459284615)",6,-,-,-,0.0137929916381836,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(3.83454758441076, -3.82382216164842, -3.25433870078996)","(-5, -5, -5)","(5, 5, 5)",-,230,0.524194621907238,"(0.627218611063642, 0.390152870999827, 0.141147369316876)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0111448764801025,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(3.83454758441076, -3.82382216164842, -3.25433870078996)","(-5, -5, -5)","(5, 5, 5)",-,250,0.554021756053569,"(0.607178700677325, 0.368011491653037, 0.133817300465907)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00917863845825195,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(3.83454758441076, -3.82382216164842, -3.25433870078996)","(-5, -5, -5)","(5, 5, 5)",-,300,1.65167752030649e-30,"(1, 0.999999999999999, 0.999999999999999)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0157468318939209,secs,0.01
stats,optim,Rosenbrock,3,"(4.68553811311722, -3.34069354226813, -0.377580907661468)","(-5, -5, -5)","(5, 5, 5)",13540,-,7.1985429127439e-08,"(0.99987986018541, 0.999760133449389, 0.999520323047268)",103,103,52,ERROR: ABNORMAL_TERMINATION_IN_LNSRCH,0.00858187675476074,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,12.0863238901667,"(0.488596498765251, 0.579762038212009, 0.322831464617931)",4,-,-,-,0.0120480060577393,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,1.33020792156787,"(0.913295714579835, 0.932814795041063, 0.92878594081394)",21,44,-,-,0.0106256008148193,secs,0.01
pso,psoptim,Rosenbrock,3,"(4.68553811311722, -3.34069354226813, -0.377580907661468)","(-5, -5, -5)","(5, 5, 5)",24,-,7.73249161382576,"(-0.701409238772566, 0.480232126234289, 0.0172277158260178)",24,312,2,Maximal number of iterations reached,0.0104358196258545,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(4.68553811311722, -3.34069354226813, -0.377580907661468)","(-5, -5, -5)","(5, 5, 5)",6,-,1.72242216717451,"(0.81918912648291, 0.789473684210526, 0.672612852465949)",6,-,-,-,0.0126409530639648,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(4.68553811311722, -3.34069354226813, -0.377580907661468)","(-5, -5, -5)","(5, 5, 5)",-,230,1.67836073249855,"(1.48529058601628, 2.197731193518, 4.82640309313114)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00966167449951172,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(4.68553811311722, -3.34069354226813, -0.377580907661468)","(-5, -5, -5)","(5, 5, 5)",-,250,2.10004124509901,"(1.51404845069218, 2.2386004144643, 5)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00955653190612793,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(4.68553811311722, -3.34069354226813, -0.377580907661468)","(-5, -5, -5)","(5, 5, 5)",-,300,6.13899765331139e-10,"(1.00001077618396, 1.00002077761867, 1.00004180107791)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0112979412078857,secs,0.01
stats,optim,Rosenbrock,3,"(0.15525596216321, 2.75633049663156, -4.97980256797746)","(-5, -5, -5)","(5, 5, 5)",13540,-,7.19850848188229e-08,"(0.999879860296202, 0.999760134199029, 0.999520325977144)",100,100,52,ERROR: ABNORMAL_TERMINATION_IN_LNSRCH,0.00877594947814941,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,4.3212991303111,"(-0.702134459279478, 0.599966349545866, 0.394553903024644)",4,-,-,-,0.0103919506072998,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,2.73654389160736,"(-0.452068360431492, 0.211374061509967, 0.0481415477795995)",21,44,-,-,0.0366973876953125,secs,0.01
pso,psoptim,Rosenbrock,3,"(0.15525596216321, 2.75633049663156, -4.97980256797746)","(-5, -5, -5)","(5, 5, 5)",24,-,0.460430044295683,"(0.77400236597742, 0.566073683625029, 0.353924277733103)",24,312,2,Maximal number of iterations reached,0.0159134864807129,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(0.15525596216321, 2.75633049663156, -4.97980256797746)","(-5, -5, -5)","(5, 5, 5)",6,-,3.2857151064857,"(0.577842173063183, 0.263157894736842, 0.21292165436817)",6,-,-,-,0.0155627727508545,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(0.15525596216321, 2.75633049663156, -4.97980256797746)","(-5, -5, -5)","(5, 5, 5)",-,230,0.663159544838402,"(0.570882968349933, 0.321582783262557, 0.0904162563012052)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0105350017547607,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(0.15525596216321, 2.75633049663156, -4.97980256797746)","(-5, -5, -5)","(5, 5, 5)",-,250,2456.72138877365,"(0.169250880538621, 0.00361599770463268, -4.95475817477051)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.012312650680542,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(0.15525596216321, 2.75633049663156, -4.97980256797746)","(-5, -5, -5)","(5, 5, 5)",-,300,960.0194822068,"(-0.544503131542266, 0.0692737334484922, -3.08001120205516)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0125043392181396,secs,0.01
stats,optim,Rosenbrock,3,"(0.570171556901187, -4.52016992028803, -2.32736020348966)","(-5, -5, -5)","(5, 5, 5)",13540,-,5.34425954702554e-08,"(0.999896509729981, 0.999793319180968, 0.999586415639578)",89,89,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.00879859924316406,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,6.32556204861407,"(1.09887205762789, 1.30840226309374, 1.94001618074253)",4,-,-,-,0.011549711227417,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,0.223841044902647,"(1.00612423773937, 1.05894618408944, 1.12647724380189)",21,44,-,-,0.0171480178833008,secs,0.01
pso,psoptim,Rosenbrock,3,"(0.570171556901187, -4.52016992028803, -2.32736020348966)","(-5, -5, -5)","(5, 5, 5)",24,-,2.99264008961049,"(-0.535657987854052, 0.314191917031671, 0.12867283882341)",24,312,2,Maximal number of iterations reached,0.018129825592041,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(0.570171556901187, -4.52016992028803, -2.32736020348966)","(-5, -5, -5)","(5, 5, 5)",6,-,0.292931323348502,"(0.968574527160901, 0.885587516858251, 0.789473684210526)",6,-,-,-,0.0121045112609863,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(0.570171556901187, -4.52016992028803, -2.32736020348966)","(-5, -5, -5)","(5, 5, 5)",-,230,1.23207360876875,"(0.332078286116242, 0.119286201388385, 0.0095612180922976)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00899219512939453,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(0.570171556901187, -4.52016992028803, -2.32736020348966)","(-5, -5, -5)","(5, 5, 5)",-,250,29.9317229463377,"(0.0252486044544772, -0.515088617760571, 0.235525830658789)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0137078762054443,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(0.570171556901187, -4.52016992028803, -2.32736020348966)","(-5, -5, -5)","(5, 5, 5)",-,300,0.0125010754637201,"(0.950128081821007, 0.905766918451802, 0.821896310259711)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.042715311050415,secs,0.01
stats,optim,Rosenbrock,3,"(-3.43772184802219, -4.73142588976771, 1.47999385138974)","(-5, -5, -5)","(5, 5, 5)",13540,-,6.54963173130187e-08,"(0.999885391172777, 0.999771213039168, 0.999542525864904)",385186,385186,1,NEW_X,28.1364991664886,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,4.76003303149294,"(0.0456482395512655, 0.180029318663138, 0.0221969818083833)",4,-,-,-,0.00770783424377441,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,0.859646046014591,"(0.616310386924602, 0.389786220328361, 0.0944727248063268)",21,44,-,-,0.00996804237365723,secs,0.01
pso,psoptim,Rosenbrock,3,"(-3.43772184802219, -4.73142588976771, 1.47999385138974)","(-5, -5, -5)","(5, 5, 5)",24,-,5.87757916302192,"(0.319301282029524, 0.258083369120802, -0.0891533210992325)",24,312,2,Maximal number of iterations reached,0.0100810527801514,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(-3.43772184802219, -4.73142588976771, 1.47999385138974)","(-5, -5, -5)","(5, 5, 5)",6,-,0.593546601895951,"(0.939290625498379, 0.832882918132589, 0.750090346524589)",6,-,-,-,0.008026123046875,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(-3.43772184802219, -4.73142588976771, 1.47999385138974)","(-5, -5, -5)","(5, 5, 5)",-,230,0.0566494983639936,"(1.10211981028895, 1.21472697804634, 1.47662474298098)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0198116302490234,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(-3.43772184802219, -4.73142588976771, 1.47999385138974)","(-5, -5, -5)","(5, 5, 5)",-,250,107.028751016513,"(0.0150916004573537, -1.00853653246722, 1.06852184690012)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0123200416564941,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(-3.43772184802219, -4.73142588976771, 1.47999385138974)","(-5, -5, -5)","(5, 5, 5)",-,300,0.00499231199106073,"(0.967896858142886, 0.937170612319283, 0.878141208811133)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0158646106719971,secs,0.01
stats,optim,Rosenbrock,3,"(3.89331706799567, 3.34443845553324, 4.84032119158655)","(-5, -5, -5)","(5, 5, 5)",13540,-,1.76553531351964e-08,"(0.999940825281489, 0.999881175213045, 0.999762026226844)",128,128,52,ERROR: ABNORMAL_TERMINATION_IN_LNSRCH,0.0115883350372314,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,42.0207063689087,"(0.24148112028943, 0.25258726929772, -0.545399848872365)",4,-,-,-,0.00937175750732422,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,0.352026827487112,"(0.78277712457551, 0.652853093471644, 0.410912174541634)",21,44,-,-,0.0159347057342529,secs,0.01
pso,psoptim,Rosenbrock,3,"(3.89331706799567, 3.34443845553324, 4.84032119158655)","(-5, -5, -5)","(5, 5, 5)",24,-,1.0200903309571,"(0.519621101832411, 0.304717244678327, 0.135913243151204)",24,312,2,Maximal number of iterations reached,0.0103189945220947,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(3.89331706799567, 3.34443845553324, 4.84032119158655)","(-5, -5, -5)","(5, 5, 5)",6,-,2.2162285501795,"(0.958948906178003, 0.789473684210526, 0.554176115141097)",6,-,-,-,0.00847053527832031,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(3.89331706799567, 3.34443845553324, 4.84032119158655)","(-5, -5, -5)","(5, 5, 5)",-,230,1.55495410229403,"(1.46783442832657, 2.15541667420237, 4.64901499639559)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00926089286804199,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(3.89331706799567, 3.34443845553324, 4.84032119158655)","(-5, -5, -5)","(5, 5, 5)",-,250,1.76598788079639,"(1.49384714687713, 2.2332266129856, 4.99043739694938)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00966525077819824,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(3.89331706799567, 3.34443845553324, 4.84032119158655)","(-5, -5, -5)","(5, 5, 5)",-,300,0.142960259552699,"(1.15855286477682, 1.34297309848903, 1.80474999429565)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0112600326538086,secs,0.01
stats,optim,Rosenbrock,3,"(3.98729173466563, -1.26377537380904, 4.44456451572478)","(-5, -5, -5)","(5, 5, 5)",13540,-,7.19894810582121e-08,"(0.999879856618974, 0.999760126883294, 0.9995203113057)",78,78,52,ERROR: ABNORMAL_TERMINATION_IN_LNSRCH,0.00673770904541016,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,20.7782854796655,"(-0.133038415894628, -0.330911520354284, -0.126511105912007)",4,-,-,-,0.00928878784179688,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,0.284959127304516,"(0.797557369151443, 0.671745876572908, 0.441678790842593)",21,44,-,-,0.00928139686584473,secs,0.01
pso,psoptim,Rosenbrock,3,"(3.98729173466563, -1.26377537380904, 4.44456451572478)","(-5, -5, -5)","(5, 5, 5)",24,-,4.96436006960412,"(0.99146770300755, 0.806819552264696, 0.515949478696658)",24,312,2,Maximal number of iterations reached,0.00967168807983398,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(3.98729173466563, -1.26377537380904, 4.44456451572478)","(-5, -5, -5)","(5, 5, 5)",6,-,1.18023724632952,"(0.520230474003536, 0.263157894736842, 0.132618026636809)",6,-,-,-,0.00772380828857422,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(3.98729173466563, -1.26377537380904, 4.44456451572478)","(-5, -5, -5)","(5, 5, 5)",-,230,1.61078788100292,"(1.47713594414857, 2.1702414837091, 4.70987713993913)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0130300521850586,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(3.98729173466563, -1.26377537380904, 4.44456451572478)","(-5, -5, -5)","(5, 5, 5)",-,250,5.93984621818409,"(-1.3180929547591, 1.74606254148516, 3.05334336191488)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0134918689727783,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(3.98729173466563, -1.26377537380904, 4.44456451572478)","(-5, -5, -5)","(5, 5, 5)",-,300,0.180516143294885,"(1.16869860632726, 1.37574415051296, 1.88936053295568)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0130093097686768,secs,0.01
stats,optim,Rosenbrock,3,"(-0.738023759331554, -1.41969344113022, -0.761369841638952)","(-5, -5, -5)","(5, 5, 5)",13540,-,7.1989480958665e-08,"(0.999879856619066, 0.999760126883451, 0.999520311306009)",69,69,52,ERROR: ABNORMAL_TERMINATION_IN_LNSRCH,0.00605893135070801,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",4,-,6.17762438137086,"(1.02892126142979, 1.1845697760582, 1.18971380591393)",4,-,-,-,0.0209720134735107,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,2.93124905310102,"(-0.179679575323731, -0.0350702463671102, -0.0108387094895481)",21,44,-,-,0.0110135078430176,secs,0.01
pso,psoptim,Rosenbrock,3,"(-0.738023759331554, -1.41969344113022, -0.761369841638952)","(-5, -5, -5)","(5, 5, 5)",24,-,3.11265854917947,"(-0.420203992420493, 0.241105510403991, 0.0902711143120085)",24,312,2,Maximal number of iterations reached,0.0107414722442627,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(-0.738023759331554, -1.41969344113022, -0.761369841638952)","(-5, -5, -5)","(5, 5, 5)",6,-,0.147017724753171,"(0.893127246284363, 0.789473684210526, 0.652345553985881)",6,-,-,-,0.0100622177124023,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(-0.738023759331554, -1.41969344113022, -0.761369841638952)","(-5, -5, -5)","(5, 5, 5)",-,230,0.664146932624427,"(0.574035461197691, 0.32808116174877, 0.0900247136617338)",230,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00891423225402832,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(-0.738023759331554, -1.41969344113022, -0.761369841638952)","(-5, -5, -5)","(5, 5, 5)",-,250,4.441471008724,"(-1.09437876348566, 1.2072176163753, 1.46283695705369)",250,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0106303691864014,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(-0.738023759331554, -1.41969344113022, -0.761369841638952)","(-5, -5, -5)","(5, 5, 5)",-,300,2.2186712959341e-30,"(0.999999999999999, 0.999999999999999, 0.999999999999997)",300,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0121948719024658,secs,0.01
